1: epsilon=0.1, alpha=1e-05, gamma=0.2: avg_reward=-0.5134300000000004
38: epsilon=0.30000000000000004, alpha=0.0001, gamma=0.4: avg_reward=-0.4567399999999997
39: epsilon=0.30000000000000004, alpha=0.0001, gamma=0.6: avg_reward=-0.4550500000000005
40: epsilon=0.30000000000000004, alpha=0.0001, gamma=0.8: avg_reward=-0.4142199999999996
41: epsilon=0.30000000000000004, alpha=0.001, gamma=0.2: avg_reward=-0.33097000000000365
42: epsilon=0.30000000000000004, alpha=0.001, gamma=0.4: avg_reward=-0.3553899999999987
43: epsilon=0.30000000000000004, alpha=0.001, gamma=0.6: avg_reward=-0.32378
44: epsilon=0.30000000000000004, alpha=0.001, gamma=0.8: avg_reward=-0.33545999999999665
45: epsilon=0.30000000000000004, alpha=0.01, gamma=0.2: avg_reward=-0.20192999999999928
46: epsilon=0.30000000000000004, alpha=0.01, gamma=0.4: avg_reward=-0.2110799999999998
47: epsilon=0.30000000000000004, alpha=0.01, gamma=0.6: avg_reward=-0.22066000000000008
48: epsilon=0.30000000000000004, alpha=0.01, gamma=0.8: avg_reward=-0.23306999999999906
49: epsilon=0.4, alpha=1e-05, gamma=0.2: avg_reward=-0.4564300000000003
50: epsilon=0.4, alpha=1e-05, gamma=0.4: avg_reward=-0.4275799999999975
51: epsilon=0.4, alpha=1e-05, gamma=0.6: avg_reward=-0.40752
52: epsilon=0.4, alpha=1e-05, gamma=0.8: avg_reward=-0.442510000000001
53: epsilon=0.4, alpha=0.0001, gamma=0.2: avg_reward=-0.3875199999999997
54: epsilon=0.4, alpha=0.0001, gamma=0.4: avg_reward=-0.4497400000000002
55: epsilon=0.4, alpha=0.0001, gamma=0.6: avg_reward=-0.46522000000000086
56: epsilon=0.4, alpha=0.0001, gamma=0.8: avg_reward=-0.44165000000000015
57: epsilon=0.4, alpha=0.001, gamma=0.2: avg_reward=-0.3513500000000004
58: epsilon=0.4, alpha=0.001, gamma=0.4: avg_reward=-0.33005000000000245
59: epsilon=0.4, alpha=0.001, gamma=0.6: avg_reward=-0.3597799999999964
60: epsilon=0.4, alpha=0.001, gamma=0.8: avg_reward=-0.3431700000000048
61: epsilon=0.4, alpha=0.01, gamma=0.2: avg_reward=-0.23536999999999772
62: epsilon=0.4, alpha=0.01, gamma=0.4: avg_reward=-0.23678000000000007
63: epsilon=0.4, alpha=0.01, gamma=0.6: avg_reward=-0.24045999999999934
64: epsilon=0.4, alpha=0.01, gamma=0.8: avg_reward=-0.2569699999999976
